filepath,theta,phi,turbidity,exposure,elevation,fov
D://360 google/dashcam_illumination/train/cjcAisUgzVcLtQRXwVW6Yw_F.png,-16.392959233411716,55.316917180669,3.000000,0.054423,3.64,62.84
D://360 google/dashcam_illumination/train/cjcAisUgzVcLtQRXwVW6Yw_B.png,163.60704076658828,57.916917180668996,3.000000,0.054423,6.24,85.04
D://360 google/dashcam_illumination/train/CJjA_aQDIL5SBBHMAACtcA_F.png,148.35831591258932,85.93725690113317,4.000000,0.029589,-1.85,97.8
D://360 google/dashcam_illumination/train/CJjA_aQDIL5SBBHMAACtcA_B.png,-31.64168408741068,89.83725690113694,4.000000,0.029589,2.05,65.52
D://360 google/dashcam_illumination/train/cjNggTQDfC1UEx27VPZTOQ_F.png,-99.8145765557616,53.537024773320375,5.500000,0.023496,-9.07,81.95
D://360 google/dashcam_illumination/train/cjNggTQDfC1UEx27VPZTOQ_B.png,80.1854234442384,71.11702477332042,5.500000,0.023496,8.51,90.59
D://360 google/dashcam_illumination/train/CJNmHMDSQcp0xRUjavttaA_F.png,-165.12291883969016,53.92904852354718,5.500000,0.025955,-6.39,71.14
D://360 google/dashcam_illumination/train/CJNmHMDSQcp0xRUjavttaA_B.png,14.87708116030983,50.50904852354719,5.500000,0.025955,-9.81,84.21
D://360 google/dashcam_illumination/train/CjPsRaOKZtY2FZKXJr7miQ_F.png,139.9472266197655,45.56249271693192,3.500000,0.036996,0.65,70.52
D://360 google/dashcam_illumination/train/CjPsRaOKZtY2FZKXJr7miQ_B.png,-40.052773380234534,48.33249271693193,3.500000,0.036996,3.42,64.9
D://360 google/dashcam_illumination/train/CJQaqcEFVirUZ-xujkze8g_F.png,1.144944330609813,86.5955598632023,4.000000,0.029922,3.39,87.94
D://360 google/dashcam_illumination/train/CJQaqcEFVirUZ-xujkze8g_B.png,-178.8550556693902,80.25555986320214,4.000000,0.029922,-2.95,83.38
D://360 google/dashcam_illumination/train/CjRZNkUtuTVLqVP9ltPV0A_F.png,-138.49727520124253,67.3723704020971,4.000000,0.032825,9.22,60.86
D://360 google/dashcam_illumination/train/CjRZNkUtuTVLqVP9ltPV0A_B.png,41.502724798757484,59.4723704020971,4.000000,0.032825,1.32,92.21
D://360 google/dashcam_illumination/train/CJs4KM2XvzAvw7eg_LtQIQ_F.png,-2.8679005259330403,51.209078422268355,4.500000,0.023990,5.28,80.85
D://360 google/dashcam_illumination/train/CJs4KM2XvzAvw7eg_LtQIQ_B.png,177.132099474067,41.57907842226837,4.500000,0.023990,-4.35,64.87
D://360 google/dashcam_illumination/train/cjTrkhiCbnvZpDP8DhKvqQ_F.png,48.98148522368722,62.221848601901016,5.500000,0.023788,-0.61,68.85
D://360 google/dashcam_illumination/train/cjTrkhiCbnvZpDP8DhKvqQ_B.png,-131.0185147763128,69.37184860190104,5.500000,0.023788,6.54,80.35
D://360 google/dashcam_illumination/train/cjxgCXjn-tg44S9d9cgRAw_F.png,-64.33430498689366,71.40322174331604,4.500000,0.029922,9.22,96.39
D://360 google/dashcam_illumination/train/cjxgCXjn-tg44S9d9cgRAw_B.png,115.66569501310636,57.35322174331602,4.500000,0.029922,-4.83,81.61
D://360 google/dashcam_illumination/train/cKAf0XzWS7OA6p5L2kKv2A_F.png,16.54257566835377,83.79818227269004,4.500000,0.026683,7.44,84.51
D://360 google/dashcam_illumination/train/cKAf0XzWS7OA6p5L2kKv2A_B.png,-163.45742433164622,69.98818227269014,4.500000,0.026683,-6.37,92.94
D://360 google/dashcam_illumination/train/cKauEKEZXpw2GvQgQe5wjA_F.png,-104.56659266106456,47.426178228840364,4.500000,0.031996,-5.46,68.76
D://360 google/dashcam_illumination/train/cKauEKEZXpw2GvQgQe5wjA_B.png,75.43340733893544,53.78617822884035,4.500000,0.031996,0.9,63.81
D://360 google/dashcam_illumination/train/Ckd8SZRJ7F9HAqxESLYo8w_F.png,172.2872893908207,46.39759193141747,3.500000,0.028644,2.01,86.49
D://360 google/dashcam_illumination/train/Ckd8SZRJ7F9HAqxESLYo8w_B.png,-7.712710609179344,42.82759193141749,3.500000,0.028644,-1.56,82.25
D://360 google/dashcam_illumination/train/cKdJoTk_l7XxI0T8I2hjOQ_F.png,-86.07667828859505,61.11758071743468,4.500000,0.028221,4.57,91.99
D://360 google/dashcam_illumination/train/cKdJoTk_l7XxI0T8I2hjOQ_B.png,93.92332171140495,52.71758071743469,4.500000,0.028221,-3.83,75.43
D://360 google/dashcam_illumination/train/CKFTwZDTB80m8TJipBib6g_F.png,-30.788489034552267,39.37524121874517,3.500000,0.025422,1.63,61.02
D://360 google/dashcam_illumination/train/CKFTwZDTB80m8TJipBib6g_B.png,149.21151096544773,36.66524121874517,3.500000,0.025422,-1.08,87.25
D://360 google/dashcam_illumination/train/CKHJ2guQLUPDJFmnjvioAg_F.png,-50.534639035521266,51.652992125863896,3.500000,0.051731,-2.57,73.12
D://360 google/dashcam_illumination/train/CKHJ2guQLUPDJFmnjvioAg_B.png,129.46536096447875,48.722992125863904,3.500000,0.051731,-5.5,99.21
D://360 google/dashcam_illumination/train/ckMoRzjo2ueoqKwT-0-saA_F.png,16.8367459636271,79.95395125711514,5.500000,0.018304,5.89,96.12
D://360 google/dashcam_illumination/train/ckMoRzjo2ueoqKwT-0-saA_B.png,-163.16325403637293,74.30395125711516,5.500000,0.018304,0.24,79.08
D://360 google/dashcam_illumination/train/CkOdbL6GHGSxnmqO0h1eSw_F.png,-58.823855705490026,76.44470571788008,4.000000,0.029732,-4.5,72.27
D://360 google/dashcam_illumination/train/CkOdbL6GHGSxnmqO0h1eSw_B.png,121.17614429450997,73.43470571788014,4.000000,0.029732,-7.51,62.55
D://360 google/dashcam_illumination/train/CkPrVpAgSRPRIOBjqT4SGw_F.png,-49.17198747362499,40.50678066837888,3.500000,0.033109,-2.72,64.62
D://360 google/dashcam_illumination/train/CkPrVpAgSRPRIOBjqT4SGw_B.png,130.82801252637503,43.846780668378884,3.500000,0.033109,0.62,90.34
D://360 google/dashcam_illumination/train/cKrVyPAS5fNL0HNCenwttQ_F.png,-21.461987935975518,51.66927329346052,4.000000,0.037158,-2.37,92.86
D://360 google/dashcam_illumination/train/cKrVyPAS5fNL0HNCenwttQ_B.png,158.5380120640245,62.51927329346052,4.000000,0.037158,8.48,86.73
D://360 google/dashcam_illumination/train/CksDrNKGpMhv4GimwXhmQw_F.png,-112.95662992814711,42.245408677018574,2.000000,0.050250,6.71,60.26
D://360 google/dashcam_illumination/train/CksDrNKGpMhv4GimwXhmQw_B.png,67.04337007185289,26.715408677018562,2.000000,0.050250,-8.82,82.07
D://360 google/dashcam_illumination/train/ClePHx-2tcWcHKlnMRHT_A_F.png,-41.97568618447954,53.21098966814888,4.000000,0.034317,3.69,77.03
D://360 google/dashcam_illumination/train/ClePHx-2tcWcHKlnMRHT_A_B.png,138.02431381552046,52.3909896681489,4.000000,0.034317,2.87,69.9
D://360 google/dashcam_illumination/train/clkrVX_J66PUE4SoYCoaFQ_F.png,-0.8206537893551098,51.76545041419314,3.500000,0.041833,6.38,67.48
D://360 google/dashcam_illumination/train/clkrVX_J66PUE4SoYCoaFQ_B.png,179.1793462106449,38.60545041419314,3.500000,0.041833,-6.78,79.03
D://360 google/dashcam_illumination/train/cLmzsg8z29RAmv9gJo-Q6Q_F.png,-154.72400254050515,39.003908968398164,3.500000,0.033623,-2.75,74.52
D://360 google/dashcam_illumination/train/cLmzsg8z29RAmv9gJo-Q6Q_B.png,25.27599745949487,37.98390896839816,3.500000,0.033623,-3.77,92.0
D://360 google/dashcam_illumination/train/cLNHUUPUTFSPDODYCN3Hcg_F.png,-80.72480419978788,73.82740835507062,4.500000,0.024912,4.36,78.17
D://360 google/dashcam_illumination/train/cLNHUUPUTFSPDODYCN3Hcg_B.png,99.27519580021212,78.28740835507057,4.500000,0.024912,8.82,61.11
D://360 google/dashcam_illumination/train/clo153giU7xqeDQu5a5nyQ_F.png,13.190731278572258,65.94493529084869,4.500000,0.023645,-8.13,95.19
D://360 google/dashcam_illumination/train/clo153giU7xqeDQu5a5nyQ_B.png,-166.80926872142777,78.76493529084873,4.500000,0.023645,4.69,80.65
D://360 google/dashcam_illumination/train/CLO9WA_0ZFPAZDO8VmB2gw_F.png,-24.104603110390155,85.3793266920544,4.000000,0.026629,7.17,68.47
D://360 google/dashcam_illumination/train/CLO9WA_0ZFPAZDO8VmB2gw_B.png,-24.104603110390155,78.73067330794565,4.000000,0.026629,-8.72,62.99
D://360 google/dashcam_illumination/train/cLpvvbH05rlMiRwu1o313A_F.png,3.3371613853922093,40.579931138664044,2.500000,0.039139,0.93,84.37
D://360 google/dashcam_illumination/train/cLpvvbH05rlMiRwu1o313A_B.png,-176.66283861460784,49.649931138664044,2.500000,0.039139,10.0,99.01
D://360 google/dashcam_illumination/train/CLTVrBETQgfKhrRBjrtJFg_F.png,41.06584345318563,64.68509620969333,5.500000,0.022160,-7.84,63.99
D://360 google/dashcam_illumination/train/CLTVrBETQgfKhrRBjrtJFg_B.png,-138.9341565468144,80.7450962096933,5.500000,0.022160,8.22,79.77
D://360 google/dashcam_illumination/train/CLwTj0hNkA5Gz8jRRlW9MQ_F.png,169.6891366340873,60.82864666713173,4.500000,0.037847,-4.02,98.95
D://360 google/dashcam_illumination/train/CLwTj0hNkA5Gz8jRRlW9MQ_B.png,-10.310863365912727,73.29864666713172,4.500000,0.037847,8.45,61.09
D://360 google/dashcam_illumination/train/clZWMvxc4WPDzROmOBqdVw_F.png,-149.26668166649614,59.64001250626847,3.500000,0.060988,-5.18,61.97
D://360 google/dashcam_illumination/train/clZWMvxc4WPDzROmOBqdVw_B.png,30.73331833350386,62.220012506268475,3.500000,0.060988,-2.6,80.33
D://360 google/dashcam_illumination/train/CL_F2m3VNHrMHq9W9I0W1Q_F.png,138.3923930336277,77.86506553350742,4.500000,0.032124,7.34,80.9
D://360 google/dashcam_illumination/train/CL_F2m3VNHrMHq9W9I0W1Q_B.png,-41.6076069663723,78.5250655335074,4.500000,0.032124,8.0,61.19
D://360 google/dashcam_illumination/train/cm1hBze-S-e-CfmucT0dBw_F.png,-101.49970020827645,69.84945917694738,4.500000,0.028163,-8.77,90.33
D://360 google/dashcam_illumination/train/cm1hBze-S-e-CfmucT0dBw_B.png,78.50029979172356,70.88945917694737,4.500000,0.028163,-7.73,80.3
D://360 google/dashcam_illumination/train/CM2ObqexaNVsoF2H7fWjhw_F.png,160.82019532901435,82.67002959937228,4.000000,0.032596,7.88,86.62
D://360 google/dashcam_illumination/train/CM2ObqexaNVsoF2H7fWjhw_B.png,-19.17980467098552,89.83002959937062,4.000000,0.032596,0.72,99.78
D://360 google/dashcam_illumination/train/cM4lRnqVkf2hPROvb7yW4g_F.png,-177.19606388581752,88.26909273097716,4.000000,0.030182,-1.16,67.88
D://360 google/dashcam_illumination/train/cM4lRnqVkf2hPROvb7yW4g_B.png,2.803936114182465,87.58909273097734,4.000000,0.030182,-1.84,62.83
D://360 google/dashcam_illumination/train/cm6ER-BumjE1SE6dnHNx8g_F.png,-10.459663512020999,59.46033117803748,4.500000,0.026173,3.72,77.24
D://360 google/dashcam_illumination/train/cm6ER-BumjE1SE6dnHNx8g_B.png,169.540336487979,63.280331178037486,4.500000,0.026173,7.54,60.44
D://360 google/dashcam_illumination/train/CmaQ-_lTIlOnbGoxs82pyQ_F.png,-80.12727816434091,84.72561391809431,4.500000,0.030990,9.77,62.8
D://360 google/dashcam_illumination/train/CmaQ-_lTIlOnbGoxs82pyQ_B.png,99.87272183565909,75.00561391809434,4.500000,0.030990,0.05,76.56
D://360 google/dashcam_illumination/train/cMGFs7iY1MeYIVB13e_8BA_F.png,-26.31666254359493,45.51336532516206,3.500000,0.041450,0.6,60.07
D://360 google/dashcam_illumination/train/cMGFs7iY1MeYIVB13e_8BA_B.png,153.68333745640507,42.293365325162064,3.500000,0.041450,-2.62,82.33
D://360 google/dashcam_illumination/train/cmmTCfzd0KRHbEAaXby-wA_F.png,129.4679095813392,77.25209173686437,4.000000,0.033048,-5.94,79.8
D://360 google/dashcam_illumination/train/cmmTCfzd0KRHbEAaXby-wA_B.png,-50.532090418660836,80.12209173686438,4.000000,0.033048,-3.07,61.34
D://360 google/dashcam_illumination/train/CmPbqa55Xw7FX5oGkcH0uA_F.png,30.67793108420022,47.320638143790774,3.500000,0.034767,-3.51,67.55
D://360 google/dashcam_illumination/train/CmPbqa55Xw7FX5oGkcH0uA_B.png,-149.32206891579978,48.180638143790766,3.500000,0.034767,-2.65,66.79
D://360 google/dashcam_illumination/train/CMRhL6BzEt1DZQTUXdq9jg_F.png,61.02283103087309,33.43182948686952,2.500000,0.040312,1.29,81.49
D://360 google/dashcam_illumination/train/CMRhL6BzEt1DZQTUXdq9jg_B.png,-118.97716896912692,32.22182948686952,2.500000,0.040312,0.08,95.96
D://360 google/dashcam_illumination/train/cMRPeDUQn4CR2lo8YN3GjQ_F.png,19.106994159066815,45.39027691959488,3.000000,0.048906,2.65,74.7
D://360 google/dashcam_illumination/train/cMRPeDUQn4CR2lo8YN3GjQ_B.png,-160.8930058409332,47.1602769195949,3.000000,0.048906,4.42,62.26
D://360 google/dashcam_illumination/train/CMsm2e5lkfCeDbxZNgscoA_F.png,60.507358182110394,84.10741384290847,4.500000,0.026916,7.82,84.89
D://360 google/dashcam_illumination/train/CMsm2e5lkfCeDbxZNgscoA_B.png,-119.49264181788962,73.66741384290856,4.500000,0.026916,-2.62,73.19
D://360 google/dashcam_illumination/train/cMwUl8qKvA4YwY5j9T4yzA_F.png,28.576674517742696,61.50894439981671,3.000000,0.059571,-2.98,68.22
D://360 google/dashcam_illumination/train/cMwUl8qKvA4YwY5j9T4yzA_B.png,-151.42332548225733,61.50894439981671,3.000000,0.059571,-2.98,62.37
D://360 google/dashcam_illumination/train/CmXcXKSEQNX5-c74D54DRg_F.png,-2.658510814120807,85.08018635200747,4.500000,0.026798,4.39,75.83
D://360 google/dashcam_illumination/train/CmXcXKSEQNX5-c74D54DRg_B.png,177.3414891858792,73.24018635200746,4.500000,0.026798,-7.45,76.99
D://360 google/dashcam_illumination/train/CMXgZAbmVg2-Eaz_NZNudQ_F.png,153.58028059093354,62.51395220675157,5.000000,0.024066,8.1,69.16
D://360 google/dashcam_illumination/train/CMXgZAbmVg2-Eaz_NZNudQ_B.png,-26.419719409066484,57.21395220675158,5.000000,0.024066,2.8,65.77
D://360 google/dashcam_illumination/train/CMZXgnwuWmXm1zimZk4gaw_F.png,-123.88529762619831,49.224449706223496,3.500000,0.042672,-2.1,81.96
D://360 google/dashcam_illumination/train/CMZXgnwuWmXm1zimZk4gaw_B.png,56.1147023738017,46.32444970622348,3.500000,0.042672,-5.0,78.74
D://360 google/dashcam_illumination/train/cn9Gk77K2UJg3xtfAkp_Mw_F.png,-60.328965582862274,49.46821463874664,3.500000,0.027899,8.73,80.85
D://360 google/dashcam_illumination/train/cn9Gk77K2UJg3xtfAkp_Mw_B.png,119.67103441713772,32.528214638746626,3.500000,0.027899,-8.21,96.0
D://360 google/dashcam_illumination/train/CNDLRWx2hlTLF5yFl7PaQQ_F.png,13.370765922990891,81.18497011830054,4.500000,0.023391,7.11,92.41
D://360 google/dashcam_illumination/train/CNDLRWx2hlTLF5yFl7PaQQ_B.png,-166.62923407700913,64.08497011830052,4.500000,0.023391,-9.99,74.12
D://360 google/dashcam_illumination/train/CNEmLHaqEkpzoLy0tSLjng_F.png,166.19284180454486,40.42277919733262,3.500000,0.027357,0.55,77.43
D://360 google/dashcam_illumination/train/CNEmLHaqEkpzoLy0tSLjng_B.png,-13.807158195455168,32.3627791973326,3.500000,0.027357,-7.51,64.37
D://360 google/dashcam_illumination/train/cnGTaOI8XTnvbso9T34eFw_F.png,165.80315804517284,82.98591723407387,3.000000,0.043177,-4.84,61.5
D://360 google/dashcam_illumination/train/cnGTaOI8XTnvbso9T34eFw_B.png,-14.196841954827175,78.33591723407389,3.000000,0.043177,-9.49,91.53
D://360 google/dashcam_illumination/train/CnKVuxIR8-nc6203u0MxyA_F.png,-72.74200538528723,49.33300235330895,4.000000,0.037283,-9.38,68.87
D://360 google/dashcam_illumination/train/CnKVuxIR8-nc6203u0MxyA_B.png,107.25799461471277,62.26300235330895,4.000000,0.037283,3.55,93.63
D://360 google/dashcam_illumination/train/CnnLkedNCo9RSr6dPkpiPQ_F.png,-139.64291037537018,77.60192718346467,3.500000,0.030003,-3.34,86.61
D://360 google/dashcam_illumination/train/CnnLkedNCo9RSr6dPkpiPQ_B.png,40.35708962462982,77.94192718346463,3.500000,0.030003,-3.0,75.47
D://360 google/dashcam_illumination/train/cnnNgYSbOlgmvfJ_ZXXQaw_F.png,73.48869487100131,84.70435866764274,3.000000,0.053143,7.82,70.1
D://360 google/dashcam_illumination/train/cnnNgYSbOlgmvfJ_ZXXQaw_B.png,-106.51130512899866,86.12435866764274,3.000000,0.053143,9.24,60.07
D://360 google/dashcam_illumination/train/cNO-uh6_xBQ9ydehBAAacA_F.png,-132.72443443428267,83.46199928685856,4.000000,0.029170,6.75,73.51
D://360 google/dashcam_illumination/train/cNO-uh6_xBQ9ydehBAAacA_B.png,47.275565565717336,89.41199928685857,4.000000,0.029170,0.8,89.11
D://360 google/dashcam_illumination/train/CnoKwnHM_Qt802_DvK9Zrw_F.png,-143.11016107719752,83.74492756131396,4.000000,0.029339,8.8,79.08
D://360 google/dashcam_illumination/train/CnoKwnHM_Qt802_DvK9Zrw_B.png,-143.11016107719755,84.3250724386861,4.000000,0.029339,-3.13,70.03
D://360 google/dashcam_illumination/train/cNsEi2rFAUPG9kOy37IzRQ_F.png,17.296171972533777,29.77034021712247,3.500000,0.028181,-6.87,91.51
D://360 google/dashcam_illumination/train/cNsEi2rFAUPG9kOy37IzRQ_B.png,-162.70382802746622,42.96034021712247,3.500000,0.028181,6.32,95.37
D://360 google/dashcam_illumination/train/CNxaOfGMKSdKRBTdeMP-TQ_F.png,-82.01699291145611,67.4119825896744,5.000000,0.022568,2.53,77.74
D://360 google/dashcam_illumination/train/CNxaOfGMKSdKRBTdeMP-TQ_B.png,97.98300708854389,56.931982589674384,5.000000,0.022568,-7.95,85.77
D://360 google/dashcam_illumination/train/CnygkosnkHKnwWXv694qoA_F.png,146.56155817083638,67.58020892250244,4.000000,0.035778,3.87,96.86
D://360 google/dashcam_illumination/train/CnygkosnkHKnwWXv694qoA_B.png,-33.43844182916363,57.32020892250245,4.000000,0.035778,-6.39,85.03
D://360 google/dashcam_illumination/train/cO-sH180jIpuhdaX5wXWXQ_F.png,-132.79969648301525,47.84688889894852,3.500000,0.037272,3.43,90.61
D://360 google/dashcam_illumination/train/cO-sH180jIpuhdaX5wXWXQ_B.png,47.20030351698476,53.61688889894852,3.500000,0.037272,9.2,92.02
D://360 google/dashcam_illumination/train/Co3gOUwsO8j9e8DlbofIHA_F.png,-176.82432664013626,36.80144845777102,3.000000,0.058145,-6.69,93.15
D://360 google/dashcam_illumination/train/Co3gOUwsO8j9e8DlbofIHA_B.png,3.175673359863753,44.60144845777103,3.000000,0.058145,1.11,86.64
D://360 google/dashcam_illumination/train/CO77POYB___ps3NA0wt-LQ_F.png,-169.83578963742573,51.0998316247809,3.500000,0.049472,-3.22,72.74
D://360 google/dashcam_illumination/train/CO77POYB___ps3NA0wt-LQ_B.png,10.164210362574288,50.75983162478088,3.500000,0.049472,-3.56,86.93
D://360 google/dashcam_illumination/train/cO8pNJodQEZGbcjMFlh2ng_F.png,-4.694073384547154,48.22140795545915,3.000000,0.036425,8.32,60.8
D://360 google/dashcam_illumination/train/cO8pNJodQEZGbcjMFlh2ng_B.png,175.30592661545285,42.55140795545914,3.000000,0.036425,2.65,74.34
D://360 google/dashcam_illumination/train/coakz1v7DTtfaUuJNn9kOA_F.png,152.14297832877045,50.239645592728344,3.500000,0.031980,4.86,85.08
D://360 google/dashcam_illumination/train/coakz1v7DTtfaUuJNn9kOA_B.png,-27.857021671229553,48.02964559272834,3.500000,0.031980,2.65,76.99
D://360 google/dashcam_illumination/train/coD-8SGY4yhndctX9F2C7w_F.png,170.52221166821474,59.36630306412367,4.000000,0.030614,3.63,75.2
D://360 google/dashcam_illumination/train/coD-8SGY4yhndctX9F2C7w_B.png,-9.47778833178528,53.696303064123654,4.000000,0.030614,-2.04,83.3
D://360 google/dashcam_illumination/train/cODEEXpRVgo1b5mrIpmNow_F.png,147.8869829567269,35.37990470869766,2.500000,0.031194,1.32,69.4
D://360 google/dashcam_illumination/train/cODEEXpRVgo1b5mrIpmNow_B.png,-32.113017043273096,27.999904708697667,2.500000,0.031194,-6.06,88.15
D://360 google/dashcam_illumination/train/CodUi2kQqy8LduWQk7V-Lg_F.png,-57.6107615586449,55.387680705850116,3.500000,0.045607,-8.52,65.16
D://360 google/dashcam_illumination/train/CodUi2kQqy8LduWQk7V-Lg_B.png,122.3892384413551,59.42768070585009,3.500000,0.045607,-4.48,77.93
D://360 google/dashcam_illumination/train/CofqLPj2xZVgkLE5tiMz_Q_F.png,-111.26010367873796,56.36282549899282,5.500000,0.025119,-8.53,76.27
D://360 google/dashcam_illumination/train/CofqLPj2xZVgkLE5tiMz_Q_B.png,68.73989632126205,69.89282549899282,5.500000,0.025119,5.0,73.57
D://360 google/dashcam_illumination/train/coJFjoTpNrHUAl0FoKx5qw_F.png,33.2475959694827,85.92562462629793,4.000000,0.034889,-1.53,90.15
D://360 google/dashcam_illumination/train/coJFjoTpNrHUAl0FoKx5qw_B.png,33.2475959694827,85.9343753737021,4.000000,0.034889,6.61,92.08
D://360 google/dashcam_illumination/train/COmSkAehcUdxXodeDkoZxQ_F.png,-81.29646790097343,87.58046746793941,4.000000,0.032199,-0.06,90.27
D://360 google/dashcam_illumination/train/COmSkAehcUdxXodeDkoZxQ_B.png,98.70353209902657,87.39046746793962,4.000000,0.032199,-0.25,92.69
D://360 google/dashcam_illumination/train/CoOG0SGw1ZdEEOHfinwwnQ_F.png,173.2406573984561,85.47525758618958,4.000000,0.039634,9.37,97.04
D://360 google/dashcam_illumination/train/CoOG0SGw1ZdEEOHfinwwnQ_B.png,-6.759342601543901,71.20525758618975,4.000000,0.039634,-4.9,95.88
D://360 google/dashcam_illumination/train/cOOpgn_Hyh9FnBXD96xwLA_F.png,-99.03567157019171,88.77569543521038,3.000000,0.037847,5.67,77.46
D://360 google/dashcam_illumination/train/cOOpgn_Hyh9FnBXD96xwLA_B.png,80.96432842980829,87.72569543521048,3.000000,0.037847,6.72,96.53
D://360 google/dashcam_illumination/train/CooPRPivOeSZbOCCj8CvpA_F.png,111.63201290239242,88.7213473521748,4.000000,0.032270,4.09,96.35
D://360 google/dashcam_illumination/train/CooPRPivOeSZbOCCj8CvpA_B.png,-68.36798709760762,79.0013473521749,4.000000,0.032270,-5.63,65.43
D://360 google/dashcam_illumination/train/COQWC0UMh2CXMrCK_m84wA_F.png,50.77383297408831,51.83755206114306,4.000000,0.030158,0.62,77.54
D://360 google/dashcam_illumination/train/COQWC0UMh2CXMrCK_m84wA_B.png,-129.2261670259117,49.35755206114304,4.000000,0.030158,-1.86,91.03
D://360 google/dashcam_illumination/train/cOQZ5ENm55sQg74BxBEm3A_F.png,169.8526666392137,56.3827635632685,2.500000,0.065624,0.03,69.58
D://360 google/dashcam_illumination/train/cOQZ5ENm55sQg74BxBEm3A_B.png,-10.14733336078631,51.832763563268486,2.500000,0.065624,-4.52,91.53
D://360 google/dashcam_illumination/train/cOu6efKhhCPUpK7lsYAtbA_F.png,-0.8830230024549285,75.94123601200724,3.000000,0.056840,7.27,88.12
D://360 google/dashcam_illumination/train/cOu6efKhhCPUpK7lsYAtbA_B.png,179.1169769975451,63.48123601200723,3.000000,0.056840,-5.19,91.01
D://360 google/dashcam_illumination/train/COveFCzJqYy2xMBOCaGeJw_F.png,-6.503193978227376,42.62338712395443,3.500000,0.030732,0.72,99.31
D://360 google/dashcam_illumination/train/COveFCzJqYy2xMBOCaGeJw_B.png,173.4968060217726,32.67338712395442,3.500000,0.030732,-9.23,75.74
D://360 google/dashcam_illumination/train/CoVu-oT2OCJeVv0mGixyAA_F.png,4.51085219799838,72.38164199037058,3.500000,0.057232,8.05,98.31
D://360 google/dashcam_illumination/train/CoVu-oT2OCJeVv0mGixyAA_B.png,-175.48914780200164,62.281641990370574,3.500000,0.057232,-2.05,97.8
D://360 google/dashcam_illumination/train/COWhiU6wudnqCq9LXVQvrA_F.png,-101.74787204884711,44.655615716444395,4.000000,0.024064,-4.26,92.43
D://360 google/dashcam_illumination/train/COWhiU6wudnqCq9LXVQvrA_B.png,78.25212795115289,44.86561571644438,4.000000,0.024064,-4.05,96.33
D://360 google/dashcam_illumination/train/coxH5joyU8oQ-UbCebGhMw_F.png,64.02881783320383,58.95273102475458,4.000000,0.035060,0.81,85.9
D://360 google/dashcam_illumination/train/coxH5joyU8oQ-UbCebGhMw_B.png,-115.97118216679618,67.68273102475459,4.000000,0.035060,9.54,94.71
D://360 google/dashcam_illumination/train/CO_SOQj8JqXxPxPMxTAI2w_F.png,-28.26750043160085,26.565720601897155,3.000000,0.031368,-7.49,85.17
D://360 google/dashcam_illumination/train/CO_SOQj8JqXxPxPMxTAI2w_B.png,151.73249956839916,37.235720601897164,3.000000,0.031368,3.18,76.44
D://360 google/dashcam_illumination/train/CP2A9sEG8kh1aZlVySzZ3A_F.png,-10.279298832911529,71.53376476495966,3.000000,0.047818,-9.38,83.41
D://360 google/dashcam_illumination/train/CP2A9sEG8kh1aZlVySzZ3A_B.png,169.7207011670885,81.3237647649596,3.000000,0.047818,0.41,98.19
D://360 google/dashcam_illumination/train/cP31lKvh8PbsDRCcVRu-iA_F.png,-104.72084521106635,61.23926345344758,6.000000,0.037226,-6.5,72.64
D://360 google/dashcam_illumination/train/cP31lKvh8PbsDRCcVRu-iA_B.png,75.27915478893367,72.02926345344763,6.000000,0.037226,4.29,63.43
D://360 google/dashcam_illumination/train/Cpa37JDsoxgTlBVBAKuXMg_F.png,3.209480892026558,78.42778403076036,4.000000,0.030386,-7.06,98.93
D://360 google/dashcam_illumination/train/Cpa37JDsoxgTlBVBAKuXMg_B.png,-176.79051910797347,87.2377840307603,4.000000,0.030386,1.75,90.64
D://360 google/dashcam_illumination/train/CPaM4eooW3HWCyWpIXcgvg_F.png,11.524671044890692,48.48790360787637,3.000000,0.052267,-5.36,62.74
D://360 google/dashcam_illumination/train/CPaM4eooW3HWCyWpIXcgvg_B.png,-168.47532895510932,62.99790360787639,3.000000,0.052267,9.15,92.13
D://360 google/dashcam_illumination/train/CPAVDIxogWGFvTB5oBEGdw_F.png,-84.03556436433863,47.799560852507426,5.000000,0.026501,-6.46,81.96
D://360 google/dashcam_illumination/train/CPAVDIxogWGFvTB5oBEGdw_B.png,95.96443563566137,62.369560852507426,5.000000,0.026501,8.11,84.7
D://360 google/dashcam_illumination/train/cPBGEcvshKv5TpnE7yVSxw_F.png,88.33468034572327,62.43550357999624,4.000000,0.036056,8.09,66.95
D://360 google/dashcam_illumination/train/cPBGEcvshKv5TpnE7yVSxw_B.png,-91.66531965427674,55.08550357999624,4.000000,0.036056,0.74,88.25
D://360 google/dashcam_illumination/train/cPDn0b0bkqNfzXuIKODLAA_F.png,55.81072000174615,49.3972790085302,4.000000,0.033724,-4.12,95.21
D://360 google/dashcam_illumination/train/cPDn0b0bkqNfzXuIKODLAA_B.png,-124.18927999825387,60.98727900853023,4.000000,0.033724,7.47,89.19
D://360 google/dashcam_illumination/train/CpNOJxyzrG9n00tRCh5_0A_F.png,177.792441020106,74.12885019914675,4.500000,0.031287,8.83,84.81
D://360 google/dashcam_illumination/train/CpNOJxyzrG9n00tRCh5_0A_B.png,-2.207558979894031,61.43885019914675,4.500000,0.031287,-3.86,85.3
